-1.275741993115570523e+02   -1.166662814572865443e+02   -1.124611133378337229e+02 
-1.523893274676062788e+02   7.214380722384488820e+01    3.261248075173989491e+02
2.292275963389515141e+02    -1.625598742330488164e+02   2.257870372122139599e+02
-3.462917269540687926e+02   -2.356296460057887145e+02   -2.660247907414980659e+02
1.058652373982237194e+01    -2.833392324601722976e+02   1.337737780059368902e+02
6.710514504052663654e+01    1.090622736176003968e+02    2.192711481142036973e+02
2.269669796875190002e+02    9.052510114776916339e+01    -3.112936483133054821e+02
2.213765488132871155e+02    7.723401757100021996e+02    -2.842813421527531546e+02
1.858867197655427503e+02    -2.773276313360751715e+02   2.258766981935764875e+02
2.835008464693897849e+02    -1.303456960463149983e+02   2.231904697770948189e+02
-2.475029637934131088e+01   -8.737317919205645467e+01   -2.228596930614407512e+01
-3.495951132591748660e+02   -3.408674519157596592e+02   -7.346959548892177736e+02
-1.135539656940695323e+02   -5.914057833608799228e+02   2.854607383823652000e+01
2.332030318008105780e+02    -8.787355714041920862e+01   -5.585799710912656337e+02
8.305323512183940693e+01    3.261988026880774783e+02    -2.548574916893500699e+02
1.400626035335540962e+02    -3.471265648747142905e+02   -4.307726879050754860e+02
-3.294555067963763690e+02   -1.450682319167655407e+02   1.882952213483798687e+02
5.105318877452645552e+02    2.187558845166929018e+02    -4.568623401679411131e+02
1.987804137931120465e+02    1.895338550400994393e+02    1.896368369469293498e+02
-1.415422066870178526e+02   -6.106126133634593600e+01   -4.082760398672995734e+02
-6.280830486918489441e+01   2.421071499062790906e+02    -1.876897260628794868e+02
6.157133041879429669e+01    -3.771963257618131138e+02   6.830894847346797860e+01
2.162952514193638081e+02    2.468488649352508446e+02    1.558242225084842687e+02
2.972969829354618128e+02    -4.548081542706632376e+02   9.914865487648873454e+01
-1.279389992891081391e+02   4.858576219956927389e+02    -2.819967268231904427e+02
3.690579412516561320e+02    4.223367585746699433e+02    1.300083171746776998e+02
2.794981194320840245e+02    -1.986461967102083577e+02   9.994723143108367935e+01
-1.220929567407169287e+02   -4.272829591685288086e+00   -4.847719995498541579e+01
-1.928375639699385715e+02   3.619795862084828855e+02    2.500760187134595469e+02
-2.975098224413994785e+02   -5.705752161888057117e+01   4.161868706230056318e+02
-1.606297417155172695e+02   -2.612241884773765150e+02   -7.120364044409434428e+02
2.510663427394997029e+02    -1.415180737241906286e+02   2.603043601615007674e+02
-3.332014359592373580e+02   -6.388627397194076138e+02   1.645026188109796124e+02
1.919202191706510803e+02    -3.311809445301501569e+02   1.044587448598942530e+02
-3.011255423741239952e+02   1.671130960688647917e+02    3.092521470964386481e+02
-2.131759040214922436e+02   -2.127735707847136837e+02   2.706717546429753156e+02
2.831897768855319555e+02    3.361988027441250892e+02    -5.531904489053311380e+01
-1.668913970032358520e+02   -3.235943337329653104e+02   2.570869387274170776e+02
-1.190769107697983173e+02   1.107024605021304069e+02    2.460941389951466363e+02
2.015624245248698969e+02    1.535051033807935141e+02    4.893986819313604997e+02
1.822997045769806732e+02    5.191915758604482107e+02    -2.386859384205915262e+02
3.391370283137074466e+02    2.920430510233664450e+02    -1.448114220923703783e+02
-1.706717590487710652e+02   1.552524138156911704e+02    2.320357707398154048e+02
1.646651790341012145e+02    1.568831014307774581e+02    3.451967843904128586e+02
2.175237180140618136e+02    5.293094091966315773e+02    -1.837051154490451097e+02
-8.123753546169736239e+01   1.488980953828310874e+02    1.222405052915022310e+02
-1.020352648231148578e+02   2.859217357106084592e+02    2.596914445862540219e+02
-2.252590961287500875e+02   -2.376655743119649742e+02   3.455413577027863994e+02
1.199384233690453527e+02    1.040618393667534463e+02    -2.154674060324271636e+02
-2.726487003226140473e+02   5.613001798025066336e+01    2.064397017284843017e+01
-3.096626972574745764e+02   2.274559621616482445e+02    1.036271378040337510e+02
2.189217107191504681e+02    6.116989808770485837e+01    -1.816148371064778928e+02
-2.743617081380898526e+02   1.247303018958146623e+02    3.745893408498107533e+02
-2.951814905707665844e+02   -2.867532395992608940e+02   3.039394278776747456e+02
-1.542919129947796932e+02   7.888200197460565732e+01    -2.308146905761977621e+02
-3.256611643533520351e+02   2.427175662644790748e+02    -3.920985948954465243e+02
-1.629376788692285345e+02   -2.228458582854980250e+02   -4.014232579293467325e+02
-3.879690237884736348e+01   -2.025204912534177595e+02   1.214382363830811329e+02
2.434518084497212840e+02    -2.835753706282790532e+01   7.308517862207355620e+01
1.214586223640976783e+02    -1.424708521751898331e+02   4.239678399937045583e+02
-1.969717788477746581e+02   -3.025114443392661912e+01   3.522564459449118885e+02
-2.577226054051486699e+02   2.341003334693268982e+02    2.366814218624458874e+02
-1.936897331734230079e+02   4.795375605093182116e+02    -8.987397540915084448e+01
-3.167276696297969352e+02   1.135768353173904899e+02    -8.225704916077734197e+01
-2.650806248160106975e+02   5.268412579384255423e+02    -9.879187050671819748e+01
-3.988482215687185999e+02   3.600345778442806477e+02    2.954229186674351126e+02
-1.354363950282854887e+02   6.232706000475184283e+02    6.141001678223678795e+01
-3.985102779071584109e+02   -2.548599982008269080e+02   2.354109139290136454e+02
8.240519525698546488e+01    3.574833380246064394e+02    -3.609113136419532566e+02
4.005187703077976380e+02    -2.352955063452722584e+02   2.119718228547709487e+02
-3.223031257711025432e+01   -1.505991843294613091e+02   2.670268292044486884e+02
1.846297439394709556e+02    -4.963777811607347985e+02   -1.776760958869852800e+02
2.190840548406457629e+02    -3.032141435536722724e+02   -4.172538030600533148e+02
