# 造父变星的光变周期和天球坐标
#   周期(天)        RA[hrs]         Decl[deg]
1   3.1181490       04:31:47.05     -69:49:09.5
2   7.1807603       04:41:57.93     -69:26:00.8
3   15.8633946      04:50:52.44     -69:18:56.0
